指标名称,中债-中国绿色债券指数,期货结算价(连续):INE原油,中国:碳市场碳排放配额(CEA):最新价,中国:碳市场碳排放配额(CEA):成交量,中国液化天然气出厂价格指数,期货结算价(连续):焦炭,期货结算价(连续):焦煤
2012/10/15,113.3289,,,,,1434,
2012/10/16,113.3767,,,,,1434,
2012/10/17,113.422,,,,,1434,
2012/10/18,113.4699,,,,,1434,
2012/10/19,113.425,,,,,1434,
2012/10/22,113.471,,,,,1478,
2012/10/23,113.4398,,,,,1478,
2012/10/24,113.4253,,,,,1478,
2012/10/25,113.3783,,,,,1478,
2012/10/26,113.3361,,,,,1478,
2012/10/29,113.3302,,,,,1478,
2012/10/30,113.3568,,,,,1478,
2012/10/31,113.3947,,,,,1478,
2012/11/1,113.3846,,,,,1478,
2012/11/2,113.3622,,,,,1478,
2012/11/5,113.3764,,,,,1478,
2012/11/6,113.3957,,,,,1478,
2012/11/7,113.3846,,,,,1478,
2012/11/8,113.3786,,,,,1478,
2012/11/9,113.3921,,,,,1478,
2012/11/12,113.4441,,,,,1478,
2012/11/13,113.4893,,,,,1478,
2012/11/14,113.492,,,,,1478,
2012/11/15,113.5112,,,,,1515,
2012/11/16,113.5152,,,,,1515,
2012/11/19,113.5654,,,,,1570,
2012/11/20,113.5836,,,,,1570,
2012/11/21,113.5853,,,,,1570,
2012/11/22,113.553,,,,,1570,
2012/11/23,113.546,,,,,1570,
2012/11/26,113.576,,,,,1570,
2012/11/27,113.5823,,,,,1570,
2012/11/28,113.5673,,,,,1570,
2012/11/29,113.5727,,,,,1570,
2012/11/30,113.575,,,,,1570,
2012/12/3,113.6003,,,,,1570,
2012/12/4,113.5959,,,,,1570,
2012/12/5,113.5768,,,,,1570,
2012/12/6,113.5908,,,,,1570,
2012/12/7,113.584,,,,,1570,
2012/12/10,113.6189,,,,,1570,
2012/12/11,113.6132,,,,,1570,
2012/12/12,113.6113,,,,,1570,
2012/12/13,113.6202,,,,,1570,
2012/12/14,113.6438,,,,,1570,
2012/12/17,113.6746,,,,,1616,
2012/12/18,113.6865,,,,,1620,
2012/12/19,113.6724,,,,,1615,
2012/12/20,113.6685,,,,,1612,
2012/12/21,113.638,,,,,1619,
2012/12/24,113.6599,,,,,1610,
2012/12/25,113.6624,,,,,1612,
2012/12/26,113.6524,,,,,1587,
2012/12/27,113.6713,,,,,1589,
2012/12/28,113.6965,,,,,1580,
2012/12/31,113.7415,,,,,1559,
2013/1/4,113.7485,,,,,1617,
2013/1/5,113.7988,,,,,,
2013/1/6,113.8615,,,,,,
2013/1/7,113.8981,,,,,1670,
2013/1/8,113.919,,,,,1670,
2013/1/9,114.0171,,,,,1760,
2013/1/10,114.042,,,,,1680,
2013/1/11,114.0392,,,,,1685,
2013/1/14,114.0926,,,,,1685,
2013/1/15,114.1143,,,,,1685,
2013/1/16,114.1322,,,,,1644,
2013/1/17,114.1728,,,,,1625,
2013/1/18,114.2586,,,,,1707,
2013/1/21,114.3452,,,,,1707,
2013/1/22,114.3771,,,,,1707,
2013/1/23,114.4692,,,,,1707,
2013/1/24,114.5013,,,,,1639,
2013/1/25,114.5435,,,,,1639,
2013/1/28,114.586,,,,,1676,
2013/1/29,114.6002,,,,,1676,
2013/1/30,114.6329,,,,,1676,
2013/1/31,114.6667,,,,,1676,
2013/2/1,114.6746,,,,,1676,
2013/2/4,114.7181,,,,,1676,
2013/2/5,114.7586,,,,,1676,
2013/2/6,114.7914,,,,,1676,
2013/2/7,114.8182,,,,,1676,
2013/2/8,114.8499,,,,,1676,
2013/2/16,115.0252,,,,,,
2013/2/17,115.1013,,,,,,
2013/2/18,115.1513,,,,,1676,
2013/2/19,115.2205,,,,,1676,
2013/2/20,115.312,,,,,1676,
2013/2/21,115.4354,,,,,1676,
2013/2/22,115.5236,,,,,1759,
2013/2/25,115.6183,,,,,1759,
2013/2/26,115.5362,,,,,1775,
2013/2/27,115.5342,,,,,1775,
2013/2/28,115.5415,,,,,1811,
2013/3/1,115.5658,,,,,1811,
2013/3/4,115.6019,,,,,1811,
2013/3/5,115.6432,,,,,1811,
2013/3/6,115.6618,,,,,1811,
2013/3/7,115.6622,,,,,1811,
2013/3/8,115.6754,,,,,1811,
2013/3/11,115.7626,,,,,1811,
2013/3/12,115.8009,,,,,1811,
2013/3/13,115.7956,,,,,1811,
2013/3/14,115.7562,,,,,1811,
2013/3/15,115.7835,,,,,1590,
2013/3/18,115.8277,,,,,1590,
2013/3/19,115.7932,,,,,1590,
2013/3/20,115.8031,,,,,1590,
2013/3/21,115.8162,,,,,1612,
2013/3/22,115.809,,,,,1612,1254
2013/3/25,115.8518,,,,,1612,1238
2013/3/26,115.8234,,,,,1612,1236
2013/3/27,115.8432,,,,,1612,1232
2013/3/28,115.9263,,,,,1596,1232
2013/3/29,115.9899,,,,,1596,1229
2013/4/1,116.1178,,,,,1596,1205
2013/4/2,116.2392,,,,,1596,1203
2013/4/3,116.3275,,,,,1596,1211
2013/4/7,116.4664,,,,,,
2013/4/8,116.5684,,,,,1596,1199
2013/4/9,116.6547,,,,,1596,1213
2013/4/10,116.7241,,,,,1596,1212
2013/4/11,116.7144,,,,,1596,1210
2013/4/12,116.7639,,,,,1596,1201
2013/4/15,116.8721,,,,,1596,1165
2013/4/16,116.9784,,,,,1596,1142
2013/4/17,116.9969,,,,,1455,1139
2013/4/18,116.9146,,,,,1426,1135
2013/4/19,116.7676,,,,,1437,1133
2013/4/22,116.537,,,,,1446,1129
2013/4/23,116.5212,,,,,1434,1107
2013/4/24,116.5384,,,,,1424,1106
2013/4/25,116.596,,,,,1417,1106
2013/4/26,116.7011,,,,,1423,1108
2013/4/27,116.754,,,,,,
2013/4/28,116.7621,,,,,,
2013/5/2,116.8969,,,,,1401,1088
2013/5/3,116.9599,,,,,1431,1088
2013/5/6,116.9955,,,,,1431,1088
2013/5/7,117.0477,,,,,1431,1087
2013/5/8,117.0353,,,,,1431,1087
2013/5/9,117.1104,,,,,1431,1071
2013/5/10,117.1893,,,,,1431,1071
2013/5/13,117.2813,,,,,1450,1110
2013/5/14,117.3245,,,,,1537,1110
2013/5/15,117.3733,,,,,1443,1110
2013/5/16,117.3936,,,,,1478,1066
2013/5/17,117.4329,,,,,1478,1075
2013/5/20,117.4623,,,,,1478,1075
2013/5/21,117.4734,,,,,1494,1075
2013/5/22,117.5109,,,,,1530,1075
2013/5/23,117.6067,,,,,1502,1075
2013/5/24,117.6684,,,,,1505,1075
2013/5/27,117.7647,,,,,1505,1075
2013/5/28,117.8238,,,,,1492,1064
2013/5/29,117.8536,,,,,1492,1080
2013/5/30,117.8893,,,,,1434,1079
2013/5/31,117.9011,,,,,1475,1079
2013/6/3,117.9434,,,,,1450,1043
2013/6/4,117.9206,,,,,1450,1060
2013/6/5,117.9123,,,,,1450,1044
2013/6/6,117.8552,,,,,1450,1044
2013/6/7,117.7885,,,,,1450,1040
2013/6/8,117.781,,,,,,
2013/6/9,117.8462,,,,,,
2013/6/13,117.8328,,,,,1459,1040
2013/6/14,117.7619,,,,,1459,999
2013/6/17,117.7162,,,,,1459,999
2013/6/18,117.6753,,,,,1459,999
2013/6/19,117.4998,,,,,1457,999
2013/6/20,116.8655,,,,,1430,1012
2013/6/21,116.8041,,,,,1430,1012
2013/6/24,116.7244,,,,,1430,973
2013/6/25,116.7215,,,,,1411,980
2013/6/26,117.0749,,,,,1381,980
2013/6/27,117.2536,,,,,1381,1000
2013/6/28,117.4347,,,,,1381,991
2013/7/1,117.5291,,,,,1381,932
2013/7/2,117.6425,,,,,1381,987
2013/7/3,117.7801,,,,,1381,987
2013/7/4,117.9079,,,,,1381,987
2013/7/5,117.9741,,,,,1381,987
2013/7/8,118.0214,,,,,1381,987
2013/7/9,118.0253,,,,,1381,987
2013/7/10,117.9594,,,,,1381,987
2013/7/11,117.8383,,,,,1381,987
2013/7/12,117.7393,,,,,1381,962
2013/7/15,117.7249,,,,,1372,995
2013/7/16,117.6869,,,,,1372,998
2013/7/17,117.6081,,,,,1377,998
2013/7/18,117.5373,,,,,1377,989
2013/7/19,117.4532,,,,,1398,989
2013/7/22,117.3201,,,,,1398,993
2013/7/23,117.0121,,,,,1398,993
2013/7/24,116.8309,,,,,1398,1008
2013/7/25,116.8325,,,,,1398,1008
2013/7/26,116.9414,,,,,1398,1008
2013/7/29,116.9392,,,,,1399,1008
2013/7/30,117.001,,,,,1399,1008
2013/7/31,117.0572,,,,,1399,1048
2013/8/1,117.2406,,,,,1399,1048
2013/8/2,117.367,,,,,1399,1048
2013/8/5,117.4004,,,,,1399,1048
2013/8/6,117.3629,,,,,1399,1048
2013/8/7,117.2817,,,,,1399,1048
2013/8/8,117.1263,,,,,1399,1048
2013/8/9,117.0476,,,,,1399,1048
2013/8/12,117.0284,,,,,1399,1048
2013/8/13,116.7612,,,,,1399,1048
2013/8/14,116.5742,,,,,1399,1048
2013/8/15,116.3485,,,,,1461,1029
2013/8/16,116.3432,,,,,1458,1021
2013/8/19,116.3033,,,,,1477,1025
2013/8/20,116.1459,,,,,1473,1024
2013/8/21,116.1715,,,,,1481,1024
2013/8/22,116.2032,,,,,1477,1024
2013/8/23,116.3159,,,,,1488,1018
2013/8/26,116.3865,,,,,1506,1006
2013/8/27,116.4111,,,,,1503,1002
2013/8/28,116.3837,,,,,1480,985
2013/8/29,116.3757,,,,,1448,953
2013/8/30,116.3843,,,,,1433,957
2013/9/2,116.4095,,,,,1449,1002
2013/9/3,116.4141,,,,,1476,1019
2013/9/4,116.3845,,,,,1463,1006
2013/9/5,116.3504,,,,,1468,982
2013/9/6,116.3554,,,,,1471,967
2013/9/9,116.3774,,,,,1490,952
2013/9/10,116.3682,,,,,1455,981
2013/9/11,116.2769,,,,,1460,981
2013/9/12,116.2214,,,,,1400,985
2013/9/13,116.0999,,,,,1447,990
2013/9/16,116.0461,,,,,1456,965
2013/9/17,116.0757,,,,,1446,972
2013/9/18,116.0972,,,,,1458,967
2013/9/22,116.2487,,,,,,
2013/9/23,116.2707,,,,,1458,973
2013/9/24,116.2284,,,,,1460,986
2013/9/25,116.2693,,,,,1439,980
2013/9/26,116.2992,,,,,1433,975
2013/9/27,116.3222,,,,,1423,978
2013/9/29,116.3347,,,,,,
2013/9/30,116.3686,,,,,1404,986
2013/10/8,116.5187,,,,,1356,958
2013/10/9,116.5154,,,,,1350,958
2013/10/10,116.4935,,,,,1350,1010
2013/10/11,116.4954,,,,,1358,980
2013/10/12,116.4951,,,,,,
2013/10/14,116.5353,,,,,1388,980
2013/10/15,116.5036,,,,,1411,980
2013/10/16,116.4588,,,,,1411,980
2013/10/17,116.4322,,,,,1410,1010
2013/10/18,116.4352,,,,,1410,1012
2013/10/21,116.4631,,,,,1392,1003
2013/10/22,116.4114,,,,,1488,1015
2013/10/23,116.3245,,,,,1480,1015
2013/10/24,116.112,,,,,1480,1015
2013/10/25,115.9327,,,,,1486,1015
2013/10/28,115.8773,,,,,1486,1015
2013/10/29,115.7948,,,,,1450,994
2013/10/30,115.6752,,,,,1450,994
2013/10/31,115.6522,,,,,1418,1006
2013/11/1,115.7298,,,,,1498,1006
2013/11/4,115.7965,,,,,1498,1006
2013/11/5,115.7638,,,,,1498,1006
2013/11/6,115.6894,,,,,1498,989
2013/11/7,115.613,,,,,1498,1047
2013/11/8,115.5141,,,,,1498,1047
2013/11/11,115.2872,,,,,1498,1047
2013/11/12,115.1741,,,,,1498,1109
2013/11/13,115.0075,,,,,1498,1070
2013/11/14,114.787,,,,,1498,1036
2013/11/15,114.5329,,,,,1492,1052
2013/11/18,114.3551,,,,,1495,1027
2013/11/19,114.1154,,,,,1500,1027
2013/11/20,113.8997,,,,,1500,1027
2013/11/21,113.8634,,,,,1500,1027
2013/11/22,113.8888,,,,,1500,1027
2013/11/25,113.9302,,,,,1500,1027
2013/11/26,113.8927,,,,,1500,1014
2013/11/27,113.8511,,,,,1500,1014
2013/11/28,113.8819,,,,,1500,1014
2013/11/29,114.0471,,,,,1500,1014
2013/12/2,114.1343,,,,,1503,954
2013/12/3,114.2167,,,,,1503,954
2013/12/4,114.3229,,,,,1503,954
2013/12/5,114.393,,,,,1520,954
2013/12/6,114.4195,,,,,1520,954
2013/12/9,114.4156,,,,,1520,954
2013/12/10,114.3206,,,,,1520,954
2013/12/11,114.306,,,,,1500,954
2013/12/12,114.3314,,,,,1500,954
2013/12/13,114.3898,,,,,1500,954
2013/12/16,114.429,,,,,1474,1043
2013/12/17,114.3953,,,,,1485,1040
2013/12/18,114.2979,,,,,1487,1039
2013/12/19,114.1542,,,,,1487,1033
2013/12/20,114.0508,,,,,1479,1024
2013/12/23,113.9925,,,,,1473,1017
2013/12/24,114.038,,,,,1479,1020
2013/12/25,114.0558,,,,,1475,1015
2013/12/26,114.0928,,,,,1459,1005
2013/12/27,114.0991,,,,,1455,993
2013/12/30,114.1399,,,,,1435,987
2013/12/31,114.1565,,,,,1381,968
2014/1/2,114.134,,,,,1383,919
2014/1/3,114.0479,,,,,1416,919
2014/1/6,113.9981,,,,,1332,925
2014/1/7,113.9811,,,,,1332,925
2014/1/8,114.0808,,,,,1332,928
2014/1/9,114.1428,,,,,1325,925
2014/1/10,114.1843,,,,,1339,922
2014/1/13,114.2527,,,,,1339,912
2014/1/14,114.2207,,,,,1335,918
2014/1/15,114.2725,,,,,1359,916
2014/1/16,114.3259,,,,,1328,990
2014/1/17,114.3619,,,,,1328,990
2014/1/20,114.3776,,,,,1309,952
2014/1/21,114.5597,,,,,1292,952
2014/1/22,114.6865,,,,,1292,937
2014/1/23,114.8591,,,,,1292,937
2014/1/24,114.9233,,,,,1289,937
2014/1/26,114.96,,,,,,
2014/1/27,115.0949,,,,,1319,937
2014/1/28,115.0785,,,,,1299,937
2014/1/29,115.0921,,,,,1296,937
2014/1/30,115.1445,,,,,1296,872
2014/2/7,115.3197,,,,,1296,872
2014/2/8,115.3666,,,,,,
2014/2/10,115.451,,,,,1296,872
2014/2/11,115.5342,,,,,1296,872
2014/2/12,115.5672,,,,,1296,872
2014/2/13,115.7046,,,,,1296,872
2014/2/14,115.8938,,,,,1296,872
2014/2/17,116.0312,,,,,1296,872
2014/2/18,116.1129,,,,,1296,872
2014/2/19,116.2222,,,,,1296,872
2014/2/20,116.2979,,,,,1296,872
2014/2/21,116.479,,,,,1310,903
2014/2/24,116.7656,,,,,1310,903
2014/2/25,117.0588,,,,,1258,903
2014/2/26,117.3534,,,,,1238,887
2014/2/27,117.6938,,,,,1238,852
2014/2/28,117.8655,,,,,1238,852
2014/3/3,117.9417,,,,,1238,852
2014/3/4,117.8752,,,,,1238,852
2014/3/5,117.6285,,,,,1238,852
2014/3/6,117.4884,,,,,1238,852
2014/3/7,117.4556,,,,,1238,852
2014/3/10,117.4765,,,,,1238,852
2014/3/11,117.5539,,,,,1238,852
2014/3/12,117.5058,,,,,1238,852
2014/3/13,117.5231,,,,,1238,852
2014/3/14,117.5666,,,,,1238,852
2014/3/17,117.5938,,,,,1123,818
2014/3/18,117.5334,,,,,1123,818
2014/3/19,117.4139,,,,,1123,818
2014/3/20,117.418,,,,,1123,818
2014/3/21,117.4657,,,,,1123,818
2014/3/24,117.4402,,,,,1123,830
2014/3/25,117.3801,,,,,1079,857
2014/3/26,117.3814,,,,,1079,825
2014/3/27,117.3629,,,,,1069,815
2014/3/28,117.3256,,,,,1111,846
2014/3/31,117.33,,,,,1067,855
2014/4/1,117.3094,,,,,1036,855
2014/4/2,117.253,,,,,1036,855
2014/4/3,117.1456,,,,,1036,855
2014/4/4,117.1447,,,,,1036,855
2014/4/8,117.2231,,,,,1036,855
2014/4/9,117.1873,,,,,1036,855
2014/4/10,117.2173,,,,,1036,855
2014/4/11,117.3169,,,,,1036,855
2014/4/14,117.4674,,,,,1036,855
2014/4/15,117.5744,,,,,1036,855
2014/4/16,117.7348,,,,,1164,819
2014/4/17,118.1511,,,,,1157,816
2014/4/18,118.2038,,,,,1121,782
2014/4/21,118.2946,,,,,1119,779
2014/4/22,118.3793,,,,,1112,776
2014/4/23,118.3838,,,,,1111,779
2014/4/24,118.3937,,,,,1103,781
2014/4/25,118.4043,,,,,1100,780
2014/4/28,118.4685,,,,,1079,771
2014/4/29,118.5671,,,,,1073,773
2014/4/30,118.7712,,,,,1057,773
2014/5/4,118.8766,,,,,,
2014/5/5,118.9778,,,,,1048,756
2014/5/6,119.1475,,,,,1069,756
2014/5/7,119.4051,,,,,1066,799
2014/5/8,119.7895,,,,,1066,799
2014/5/9,120.2758,,,,,1070,799
2014/5/12,120.5946,,,,,1098,799
2014/5/13,120.6565,,,,,1094,776
2014/5/14,120.5335,,,,,1085,777
2014/5/15,120.5358,,,,,1085,774
2014/5/16,120.5313,,,,,1083,766
2014/5/19,120.6025,,,,,1083,829
2014/5/20,120.5738,,,,,1083,829
2014/5/21,120.5285,,,,,1083,829
2014/5/22,120.5637,,,,,1081,796
2014/5/23,120.6607,,,,,1081,796
2014/5/26,120.7097,,,,,1065,796
2014/5/27,120.7567,,,,,1024,765
2014/5/28,120.8223,,,,,992,765
2014/5/29,120.9505,,,,,992,765
2014/5/30,121.1301,,,,,987,765
2014/6/3,121.5201,,,,,987,765
2014/6/4,121.6557,,,,,987,765
2014/6/5,121.7453,,,,,987,765
2014/6/6,121.7384,,,,,987,765
2014/6/9,121.7437,,,,,987,765
2014/6/10,121.8276,,,,,987,765
2014/6/11,121.8333,,,,,987,765
2014/6/12,121.8585,,,,,987,765
2014/6/13,121.8516,,,,,987,765
2014/6/16,121.9238,,,,,987,765
2014/6/17,121.8817,,,,,1088,836
2014/6/18,121.8686,,,,,1126,821
2014/6/19,121.8693,,,,,1100,821
2014/6/20,121.9831,,,,,1100,806
2014/6/23,122.0885,,,,,1100,806
2014/6/24,122.1425,,,,,1100,806
2014/6/25,122.1372,,,,,1100,806
2014/6/26,122.1517,,,,,1100,806
2014/6/27,122.1758,,,,,1100,806
2014/6/30,122.2232,,,,,1100,806
2014/7/1,122.0233,,,,,1100,758
2014/7/2,121.9689,,,,,1100,758
2014/7/3,121.9098,,,,,1100,758
2014/7/4,121.7567,,,,,1100,758
2014/7/7,121.82,,,,,1100,758
2014/7/8,121.7567,,,,,1100,758
2014/7/9,121.7406,,,,,1100,758
2014/7/10,121.7625,,,,,1100,758
2014/7/11,121.8352,,,,,1100,758
2014/7/14,121.8347,,,,,1100,758
2014/7/15,121.8462,,,,,1052,768
2014/7/16,121.7636,,,,,1052,760
2014/7/17,121.5947,,,,,1052,758
2014/7/18,121.4669,,,,,1042,743
2014/7/21,121.5594,,,,,1042,743
2014/7/22,121.6223,,,,,1042,743
2014/7/23,121.6153,,,,,1044,743
2014/7/24,121.6218,,,,,1041,743
2014/7/25,121.6967,,,,,1010,743
2014/7/28,121.7262,,,,,1010,724
2014/7/29,121.7453,,,,,1018,724
2014/7/30,121.8529,,,,,1018,728
2014/7/31,121.973,,,,,1017,728
2014/8/1,122.0059,,,,,956,728
2014/8/4,122.0604,,,,,956,728
2014/8/5,122.0736,,,,,956,728
2014/8/6,122.1427,,,,,956,728
2014/8/7,122.2171,,,,,956,728
2014/8/8,122.2846,,,,,956,728
2014/8/11,122.3797,,,,,956,728
2014/8/12,122.3807,,,,,980,728
2014/8/13,122.4101,,,,,1010,728
2014/8/14,122.6221,,,,,983,728
2014/8/15,122.7553,,,,,994,732
2014/8/18,122.8617,,,,,1002,736
2014/8/19,122.9066,,,,,997,730
2014/8/20,122.8919,,,,,1001,733
2014/8/21,122.9075,,,,,998,736
2014/8/22,122.9273,,,,,1007,739
2014/8/25,123.024,,,,,1016,741
2014/8/26,123.0513,,,,,1031,741
2014/8/27,123.1244,,,,,1042,741
2014/8/28,123.2292,,,,,1032,736
2014/8/29,123.2551,,,,,1021,733
2014/9/1,123.3102,,,,,1036,744
2014/9/2,123.3387,,,,,1051,749
2014/9/3,123.3785,,,,,1045,739
2014/9/4,123.3941,,,,,1040,748
2014/9/5,123.4215,,,,,1022,742
2014/9/9,123.5235,,,,,1012,743
2014/9/10,123.5572,,,,,1012,750
2014/9/11,123.5667,,,,,1013,752
2014/9/12,123.5941,,,,,1033,750
2014/9/15,123.7018,,,,,1037,747
2014/9/16,123.6963,,,,,1035,786
2014/9/17,123.9075,,,,,1040,783
2014/9/18,124.0571,,,,,1040,783
2014/9/19,124.3235,,,,,1040,783
2014/9/22,124.4074,,,,,1040,783
2014/9/23,124.5201,,,,,1040,780
2014/9/24,124.4956,,,,,1040,780
2014/9/25,124.4923,,,,,1042,780
2014/9/26,124.4823,,,,,1043,801
2014/9/28,124.5048,,,,,,
2014/9/29,124.5873,,,,,1043,781
2014/9/30,124.6269,,,,,981,775
2014/10/8,124.7661,,,,,981,775
2014/10/9,124.7444,,,,,981,775
2014/10/10,124.7656,,,,,981,775
2014/10/11,124.8102,,,,,,
2014/10/13,124.8495,,,,,981,775
2014/10/14,125.0641,,,,,981,775
2014/10/15,125.3019,,,,,981,775
2014/10/16,125.485,,,,,981,775
2014/10/17,125.6363,,,,,981,775
2014/10/20,126.1271,,,,,981,775
2014/10/21,126.4335,,,,,981,775
2014/10/22,126.4081,,,,,1055,783
2014/10/23,126.5396,,,,,1055,783
2014/10/24,126.6137,,,,,1089,783
2014/10/27,126.7037,,,,,1082,783
2014/10/28,126.893,,,,,1082,773
2014/10/29,127.2101,,,,,1092,773
2014/10/30,127.2292,,,,,1092,773
2014/10/31,127.3189,,,,,1100,773
2014/11/3,127.6166,,,,,1100,773
2014/11/4,128.0619,,,,,1100,773
2014/11/5,128.5005,,,,,1100,773
2014/11/6,128.6862,,,,,1100,773
2014/11/7,128.8639,,,,,1100,773
2014/11/10,129.2932,,,,,1100,773
2014/11/11,129.7152,,,,,1100,773
2014/11/12,129.5647,,,,,1100,773
2014/11/13,129.3588,,,,,1100,773
2014/11/14,129.0129,,,,,1100,773
2014/11/17,128.9034,,,,,1033,764
2014/11/18,128.733,,,,,1011,764
2014/11/19,128.6421,,,,,1012,764
2014/11/20,128.377,,,,,1012,764
2014/11/21,128.217,,,,,1049,764
2014/11/24,129.3036,,,,,1049,764
2014/11/25,129.2318,,,,,1051,764
2014/11/26,129.1157,,,,,1051,764
2014/11/27,129.1045,,,,,1051,764
2014/11/28,129.1591,,,,,1051,750
2014/12/1,129.0626,,,,,1051,750
2014/12/2,128.964,,,,,1051,750
2014/12/3,128.348,,,,,1051,750
2014/12/4,127.8657,,,,,1051,750
2014/12/5,127.3571,,,,,1051,750
2014/12/8,127.0208,,,,,1051,750
2014/12/9,126.0192,,,,,1051,750
2014/12/10,126.1623,,,,,1051,750
2014/12/11,126.2775,,,,,1051,750
2014/12/12,126.3132,,,,,1051,750
2014/12/15,126.378,,,,,1076,788
2014/12/16,126.3247,,,,,1076,789
2014/12/17,126.3579,,,,,1061,787
2014/12/18,126.4013,,,,,1065,791
2014/12/19,126.4599,,,,,1073,793
2014/12/22,126.5701,,,,,1068,788
2014/12/23,126.7512,,,,,1061,776
2014/12/24,126.9185,,,,,1064,788
2014/12/25,127.1568,,,,,1067,794
2014/12/26,127.2434,,,,,1064,789
2014/12/29,127.389,,,,,1068,794
2014/12/30,127.4278,,,,,1090,808
2014/12/31,127.5004,,,,,1113,808
2015/1/4,127.5697,,,,,,
2015/1/5,127.6662,,,,,1147,806
2015/1/6,127.9156,,,,,1147,810
2015/1/7,128.0297,,,,,1166,812
2015/1/8,128.1409,,,,,1175,813
2015/1/9,128.169,,,,,1184,814
2015/1/12,128.2653,,,,,1195,814
2015/1/13,128.4226,,,,,1190,814
2015/1/14,128.7233,,,,,1190,787
2015/1/15,128.894,,,,,1199,814
2015/1/16,129.1108,,,,,1167,811
2015/1/19,129.2556,,,,,1038,711
2015/1/20,129.2827,,,,,1030,711
2015/1/21,129.3183,,,,,1030,711
2015/1/22,129.4196,,,,,1047,711
2015/1/23,129.4868,,,,,1042,711
2015/1/26,129.5684,,,,,1045,711
2015/1/27,129.5996,,,,,1045,711
2015/1/28,129.5307,,,,,1040,711
2015/1/29,129.517,,,,,1040,711
2015/1/30,129.5236,,,,,1034,711
2015/2/2,129.5827,,,,,1034,711
2015/2/3,129.5666,,,,,1034,711
2015/2/4,129.5849,,,,,1034,711
2015/2/5,129.7003,,,,,1034,711
2015/2/6,129.7486,,,,,1034,711
2015/2/9,129.8884,,,,,1034,711
2015/2/10,129.935,,,,,1034,711
2015/2/11,130.0612,,,,,1034,711
2015/2/12,130.2909,,,,,1034,711
2015/2/13,130.4562,,,,,1034,711
2015/2/15,130.4939,,,,,,
2015/2/16,130.6833,,,,,1052,756
2015/2/17,130.7661,,,,,1052,773
2015/2/25,130.9442,,,,,1039,773
2015/2/26,130.9375,,,,,1039,773
2015/2/27,130.89,,,,,1039,773
2015/2/28,130.8638,,,,,,
2015/3/2,130.8855,,,,,1039,773
2015/3/3,130.7078,,,,,1039,773
2015/3/4,130.6844,,,,,1039,773
2015/3/5,130.4982,,,,,1039,773
2015/3/6,130.3874,,,,,1039,773
2015/3/9,130.336,,,,,1039,773
2015/3/10,130.3156,,,,,1039,773
2015/3/11,130.5195,,,,,1039,773
2015/3/12,130.6374,,,,,1039,773
2015/3/13,130.5995,,,,,1039,773
2015/3/16,130.5125,,,,,1044,745
2015/3/17,130.3951,,,,,1044,745
2015/3/18,130.3415,,,,,1044,745
2015/3/19,130.3173,,,,,1044,745
2015/3/20,130.3645,,,,,1044,716
2015/3/23,130.4497,,,,,1044,716
2015/3/24,130.0952,,,,,1044,716
2015/3/25,129.8109,,,,,1044,716
2015/3/26,129.5522,,,,,1044,689
2015/3/27,129.3576,,,,,1044,689
2015/3/30,129.2739,,,,,1044,689
2015/3/31,128.8625,,,,,1044,689
2015/4/1,129.0562,,,,,1044,689
2015/4/2,129.3592,,,,,1044,689
2015/4/3,129.3416,,,,,1044,689
2015/4/7,129.3929,,,,,1044,689
2015/4/8,129.3585,,,,,1044,689
2015/4/9,129.5115,,,,,1044,689
2015/4/10,129.4981,,,,,1044,689
2015/4/13,129.6471,,,,,1044,689
2015/4/14,129.7896,,,,,1044,689
2015/4/15,130.1956,,,,,1044,689
2015/4/16,130.2809,,,,,896,710
2015/4/17,130.3757,,,,,895,715
2015/4/20,131.1377,,,,,890,709.5
2015/4/21,131.3901,,,,,887.5,706.5
2015/4/22,131.3184,,,,,890,706.5
2015/4/23,131.2261,,,,,888.5,706.5
2015/4/24,131.0183,,,,,896.5,705
2015/4/27,131.1469,,,,,901,710.5
2015/4/28,131.1526,,,,,893.5,706
2015/4/29,131.1669,,,,,889,699
2015/4/30,131.2948,,,,,869,710.5
2015/5/4,131.4401,,,,,817,705
2015/5/5,131.3552,,,,,802.5,707
2015/5/6,131.3585,,,,,820,707
2015/5/7,131.3909,,,,,835.5,710.5
2015/5/8,131.5417,,,,,820,710.5
2015/5/11,131.7019,,,,,819.5,722.5
2015/5/12,131.8456,,,,,800.5,729.5
2015/5/13,132.0237,,,,,801,747
2015/5/14,132.497,,,,,801.5,750
2015/5/15,132.8934,,,,,811.5,729
2015/5/18,133.0731,,,,,866.5,708.5
2015/5/19,132.95,,,,,866.5,708.5
2015/5/20,132.9489,,,,,866.5,708.5
2015/5/21,132.9005,,,,,869,708.5
2015/5/22,132.9163,,,,,869,708.5
2015/5/25,132.924,,,,,869,730
2015/5/26,133.0893,,,,,858,726.5
2015/5/27,132.9771,,,,,866,707.5
2015/5/28,132.8909,,,,,866,692.5
2015/5/29,132.5762,,,,,831.5,681.5
2015/6/1,132.559,,,,,831.5,720.5
2015/6/2,132.6085,,,,,831.5,720.5
2015/6/3,132.6336,,,,,831.5,720.5
2015/6/4,132.6803,,,,,831.5,720.5
2015/6/5,132.6401,,,,,831.5,720.5
2015/6/8,132.7765,,,,,831.5,720.5
2015/6/9,132.8399,,,,,831.5,720.5
