,地缘政治风险指数（GPR China）,气候政策风险指数（CCPU）,绿色债券指数,INE原油,碳市场碳排放配额价格,天然气出厂价格指数,焦煤期货价格
2021-08-26,0.588945209980011,1.2705069079823,1.0083264591657484,0.9897377423033067,0.9299238727308219,1.3134225092250922,1.4862122788761707
2021-08-27,0.588945209980011,1.33887876968585,1.0083179783558425,0.9904218928164197,0.8801483505758346,1.3154981549815499,1.4591571279916753
2021-08-28,0.588945209980011,1.76929264573349,1.0083179783558425,0.9904218928164197,0.8801483505758346,1.3154981549815499,1.4591571279916753
2021-08-29,0.588945209980011,1.11052588488633,1.0083179783558425,0.9904218928164197,0.8801483505758346,1.3154981549815499,1.4591571279916753
2021-08-30,0.588945209980011,1.26419668019174,1.00877368054146,0.9904218928164197,0.8815147374585204,1.3214944649446494,1.4672216441207075
2021-08-31,0.588945209980011,1.45886525891594,1.0089896585004006,0.9904218928164197,0.8852235018543823,1.3404059040590406,1.5153485952133194
2021-09-01,0.8380149602890015,1.51528632248066,1.0092944022696908,1.0041049030786773,0.8821003318368144,1.3620848708487086,1.5678980228928199
2021-09-02,0.8380149602890015,1.23165030941752,1.009328325509315,1.0009122006841504,0.871754831153621,1.3620848708487086,1.6139438085327784
2021-09-03,0.8380149602890015,1.86857158099024,1.0093667718475559,1.039224629418472,0.871950029279719,1.3648523985239853,1.6493236212278877
2021-09-04,0.8380149602890015,1.49946420330973,1.0093667718475559,1.039224629418472,0.871950029279719,1.3648523985239853,1.6493236212278877
2021-09-05,0.8380149602890015,1.05336182820066,1.0093667718475559,1.039224629418472,0.871950029279719,1.3648523985239853,1.6493236212278877
2021-09-06,0.8380149602890015,1.07713550292142,1.0098156893852486,1.0298745724059293,0.8588717548311536,1.3657749077490775,1.7697710718002082
2021-09-07,0.8380149602890015,1.41329625734838,1.0098863628011323,1.0360319270239453,0.8569197735701738,1.363468634686347,1.7081165452653486
2021-09-08,0.8380149602890015,1.55436287784323,1.009646638574455,1.0285062713797035,0.8373999609603748,1.3618542435424354,1.6477627471383975
2021-09-09,0.8380149602890015,1.34639553223658,1.0094866339608943,1.0369441277080957,0.8196369314854578,1.3609317343173433,1.5671175858480748
2021-09-10,0.8380149602890015,1.97967385265171,1.0093175831501007,1.0342075256556442,0.8588717548311536,1.3586254612546125,1.6667533818938605
2021-09-11,0.8380149602890015,2.62235244192605,1.0093175831501007,1.0342075256556442,0.8588717548311536,1.3586254612546125,1.6667533818938605
2021-09-12,0.8380149602890015,0.874588378646292,1.0093175831501007,1.0342075256556442,0.8588717548311536,1.3586254612546125,1.6667533818938605
2021-09-13,0.8380149602890015,1.43793348619642,1.0096856503000227,1.0538198403648804,0.8904938512590279,1.3586254612546125,1.538241415192508
2021-09-14,0.8380149602890015,1.90907849162748,1.0093385024812023,1.056556442417332,0.888932266250244,1.3600092250922509,1.5996357960457857
2021-09-15,0.8380149602890015,0.919179699659963,1.0092559559314502,1.05769669327252,0.8783915674409526,1.3892988929889298,1.7903225806451613
2021-09-16,0.8380149602890015,1.35131442864804,1.009018493254081,1.0677309007981757,0.8772203786843646,1.4033671586715868,1.8397502601456817
2021-09-17,0.8380149602890015,1.54617504692887,1.0090620280782654,1.081641961231471,0.8477454616435682,1.4107472324723247,1.8189386056191468
2021-09-18,0.8380149602890015,1.42938145630326,1.0091587093111942,1.081641961231471,0.8477454616435682,1.4095940959409594,1.8189386056191468
2021-09-19,0.8380149602890015,0.9966872187315,1.0091587093111942,1.081641961231471,0.8477454616435682,1.4095940959409594,1.8189386056191468
2021-09-20,0.8380149602890015,0.671581991101681,1.0091587093111942,1.081641961231471,0.8477454616435682,1.4095940959409594,1.8189386056191468
2021-09-21,0.8380149602890015,1.08990727883293,1.0091587093111942,1.081641961231471,0.8477454616435682,1.4095940959409594,1.8189386056191468
